symbol,organ_name,icb_name,exchange
VVN,Tổng Công ty Cổ phần Xây dựng Công nghiệp Việt Nam,Công nghiệp,UPCOM
KIP,Công ty Cổ phần K.I.P Việt Nam,Công nghiệp,UPCOM
VGT,Tập đoàn Dệt May Việt Nam,Hàng Tiêu dùng,UPCOM
VGL,Công ty Cổ phần Mạ kẽm công nghiệp Vingal-Vnsteel,Nguyên vật liệu,UPCOM
VIP,Công ty Cổ phần Vận tải Xăng dầu VIPCO,Công nghiệp,HOSE
GVT,Công ty Cổ phần Giấy Việt Trì,Nguyên vật liệu,UPCOM
VIT,Công ty Cổ phần Viglacera Tiên Sơn,Công nghiệp,HNX
VWS,Công ty Cổ phần Nước và Môi trường Việt Nam,Tiện ích Cộng đồng,UPCOM
VIW,Tổng công ty Đầu tư Nước và Môi trường Việt Nam - Công ty Cổ phần,Công nghiệp,UPCOM
VLP,Công ty Cổ phần Công trình Công cộng Vĩnh Long,Công nghiệp,UPCOM
VIX,Công ty Cổ phần Chứng khoán VIX,Tài chính,HOSE
VKC,Công ty Cổ phần VKC Holdings,Hàng Tiêu dùng,UPCOM
VKP,Công ty Cổ phần Nhựa Tân Hóa,Nguyên vật liệu,UPCOM
VSN,Công ty Cổ phần Việt Nam Kỹ Nghệ Súc Sản,Hàng Tiêu dùng,UPCOM
VLA,Công ty Cổ phần Đầu tư và Phát triển Công nghệ Văn Lang,Công nghệ Thông tin,HNX
VLF,Công ty Cổ phần Lương thực Thực phẩm Vĩnh Long,Hàng Tiêu dùng,UPCOM
VMC,Công ty Cổ phần VIMECO,Công nghiệp,HNX
VMD,Công ty Cổ phần Y Dược phẩm Vimedimex,Dược phẩm và Y tế,HOSE
ABC,Công ty Cổ phần Truyền thông VMG,Viễn thông,UPCOM
MGC,Công ty Cổ phần Địa chất mỏ - TKV,Nguyên vật liệu,UPCOM
MTS,Công ty Cổ phần Vật tư - TKV,Công nghiệp,UPCOM
AIC,Công ty Cổ phần Tập đoàn Bảo hiểm DBV,Tài chính,UPCOM
VMS,Công ty Cổ phần Phát triển Hàng Hải,Công nghiệp,HNX
VMG,Công ty Cổ phần Thương mại và Dịch vụ Dầu khí Vũng Tàu,Tiện ích Cộng đồng,UPCOM
VNE,Tổng Công ty Cổ phần Xây dựng điện Việt Nam,Công nghiệp,HOSE
E12,Công ty Cổ phần Xây Dựng Điện VNECO 12,Công nghiệp,UPCOM
VMA,Công ty Cổ phần Công nghiệp Ô tô - Vinacomin,Hàng Tiêu dùng,UPCOM
VNA,Công ty Cổ phần Vận tải biển Vinaship,Công nghiệp,UPCOM
BMV,Công ty Cổ phần Bột mỳ Vinafood 1,Hàng Tiêu dùng,UPCOM
HVN,Tổng Công ty Hàng không Việt Nam - CTCP,Dịch vụ Tiêu dùng,HOSE
VNG,Công ty Cổ phần Du Lịch Thành Thành Công,Dịch vụ Tiêu dùng,HOSE
VNH,Công ty Cổ phần Đầu tư Việt Việt Nhật,Hàng Tiêu dùng,UPCOM
MVN,Tổng Công ty Hàng hải Việt Nam - CTCP,Công nghiệp,UPCOM
VLG,Công ty Cổ phần VIMC Logistics,Công nghiệp,UPCOM
VPD,Công ty Cổ phần Phát triển Điện lực Việt Nam,Tiện ích Cộng đồng,HOSE
VNP,Công ty Cổ phần Nhựa Việt Nam,Nguyên vật liệu,UPCOM
VNC,Công ty Cổ phần Tập đoàn Vinacontrol,Công nghiệp,HNX
VGV,Tổng Công ty Tư vấn Xây dựng Việt Nam - CTCP,Tài chính,UPCOM
VNT,Công ty Cổ phần Giao nhận Vận tải Ngoại Thương,Công nghiệp,HNX
CGV,Công ty Cổ phần Vinaceglass,Công nghiệp,UPCOM
VPW,Công ty Cổ phần Cấp thoát nước số 1 Vĩnh Phúc,Tiện ích Cộng đồng,UPCOM
VQC,Công ty Cổ phần Giám định Vinaconmin,Công nghiệp,UPCOM
VSC,Công ty Cổ phần Container Việt Nam,Công nghiệp,HOSE
TMB,Công ty Cổ phần Kinh doanh Than Miền Bắc - Vinacomin,Nguyên vật liệu,HNX
VND,Công ty Cổ phần Chứng khoán VNDIRECT,Tài chính,HOSE
VNF,Công ty Cổ phần Vinafreight,Công nghiệp,HNX
VSF,Tổng Công ty Lương thực Miền Nam - Công ty Cổ phần,Hàng Tiêu dùng,UPCOM
VNZ,Công ty Cổ phần Tập đoàn VNG,Dịch vụ Tiêu dùng,UPCOM
VNI,Công ty Cổ phần Đầu tư Bất động sản Việt Nam,Tài chính,UPCOM
VTM,Công ty Cổ phần Vận tải và Đưa đón thợ mỏ - Vinacomin,Dịch vụ Tiêu dùng,UPCOM
VNL,Công ty Cổ phần Logistics Vinalink,Công nghiệp,HOSE
VTV,Công ty Cổ phần Năng lượng và Môi trường VICEM,Công nghiệp,HNX
VNM,Công ty Cổ phần Sữa Việt Nam,Hàng Tiêu dùng,HOSE
DVN,Tổng Công ty Dược Việt Nam - CTCP,Dược phẩm và Y tế,UPCOM
VNR,Tổng Công ty Cổ phần Tái bảo hiểm Quốc gia Việt Nam,Tài chính,HNX
GVR,Tập đoàn Công nghiệp Cao su Việt Nam - Công ty Cổ phần,Nguyên vật liệu,HOSE
VNS,Công ty Cổ phần Ánh Dương Việt Nam,Dịch vụ Tiêu dùng,HOSE
CQT,Công ty Cổ phần Xi măng Quán Triều VVMI,Công nghiệp,UPCOM
TVN,Tổng Công ty Thép Việt Nam - Công ty Cổ phần,Nguyên vật liệu,UPCOM
XPH,Công ty Cổ phần Xà phòng Hà Nội,Hàng Tiêu dùng,UPCOM
VPH,Công ty Cổ phần Vạn Phát Hưng,Tài chính,HOSE
VXT,Công ty Cổ phần Kho vận và dịch vụ thương mại,Công nghiệp,UPCOM
VNY,Công ty Cổ phần Thuốc thú y Trung ương I,Nguyên vật liệu,UPCOM
VNX,Công ty Cổ phần Quảng cáo và Hội chợ Thương mại Vinexad,Dịch vụ Tiêu dùng,UPCOM
VOC,Tổng Công ty Công nghiệp Dầu thực vật Việt Nam - Công ty Cổ phần,Hàng Tiêu dùng,UPCOM
VOS,Công ty Cổ phần Vận tải Biển Việt Nam,Công nghiệp,HOSE
VPR,Công ty Cổ phần VINAPRINT,Dịch vụ Tiêu dùng,UPCOM
VPI,Công ty Cổ phần Phát triển Bất động sản Văn Phú,Tài chính,HOSE
VSA,Công ty Cổ phần Đại lý Hàng hải Việt Nam,Công nghiệp,HNX
VPB,Ngân hàng Thương mại Cổ phần Việt Nam Thịnh Vượng,Ngân hàng,HOSE
VRG,Công ty Cổ phần Phát triển Đô thị và Khu Công nghiệp Cao Su Việt Nam,Tài chính,UPCOM
VPC,Công ty Cổ phần Đầu tư và Phát triển Năng lượng Việt Nam,Công nghiệp,UPCOM
VPG,Công ty Cổ phần Đầu tư Thương mại Xuất nhập khẩu Việt Phát,Nguyên vật liệu,HOSE
VPL,Công ty Cổ phần Vinpearl,Dịch vụ Tiêu dùng,HOSE
VPA,Công ty Cổ phần Vận tải Hóa dầu VP,Công nghiệp,UPCOM
NVP,Công ty Cổ phần Nước sạch Vĩnh Phúc,Tiện ích Cộng đồng,UPCOM
VRC,Công ty Cổ phần Bất động sản và Đầu tư VRC,Tài chính,HOSE
WSS,Công ty Cổ phần Chứng khoán Phố Wall,Tài chính,HNX
XHC,Công ty Cổ phần Xuân Hòa Việt Nam,Hàng Tiêu dùng,UPCOM
VRE,Công ty Cổ phần Vincom Retail,Tài chính,HOSE
VSE,Công ty Cổ phần Dịch vụ Đường cao tốc Việt Nam,Công nghiệp,UPCOM
VSG,Công ty Cổ phần Container Phía Nam,Công nghiệp,UPCOM
VSH,Công ty Cổ phần Thủy điện Vĩnh Sơn - Sông Hinh,Tiện ích Cộng đồng,HOSE
VSI,Công ty Cổ phần Đầu tư và Xây dựng Cấp thoát nước,Công nghiệp,HOSE
VST,Công ty Cổ phần Vận tải và Thuê Tàu biển Việt Nam,Công nghiệp,UPCOM
YEG,Công ty Cổ phần Tập đoàn Yeah1,Dịch vụ Tiêu dùng,HOSE
VTA,Công ty Cổ phần VITALY,Công nghiệp,UPCOM
VTB,Công ty Cổ phần Viettronics Tân Bình,Công nghiệp,HOSE
VTC,Công ty Cổ phần Viễn Thông VTC,Công nghệ Thông tin,HNX
VTE,Công ty Cổ phần VINACAP Kim Long,Công nghệ Thông tin,UPCOM
VGG,Tổng Công Ty Cổ phần May Việt Tiến,Hàng Tiêu dùng,UPCOM
VGI,Tổng Công ty Cổ phần Đầu tư Quốc tế Viettel,Viễn thông,UPCOM
VTH,Công ty Cổ phần Dây cáp điện Việt Thái,Công nghiệp,HNX
VTI,Công ty Cổ phần Sản xuất - Xuất nhập khẩu Dệt may,Hàng Tiêu dùng,UPCOM
VTJ,Công ty Cổ phần Thương mại và Đầu tư VI NA TA BA,Hàng Tiêu dùng,HNX
VTK,Công ty Cổ phần Tư vấn và Dịch vụ Viettel,Công nghiệp,UPCOM
VTO,Công ty Cổ phần Vận tải Xăng dầu VITACO,Công nghiệp,HOSE
VTP,Tổng Công ty Cổ phần Bưu chính Viettel,Công nghiệp,HOSE
VTQ,Công ty Cổ phần Việt Trung Quảng Bình,Nguyên vật liệu,UPCOM
VTS,Công ty Cổ phần Gạch Ngói Từ Sơn,Công nghiệp,UPCOM
VBB,Ngân hàng Thương mại Cổ phần Việt Nam Thương Tín,Ngân hàng,UPCOM
DLT,Công ty Cổ phần Du lịch và Thương mại - Vinacomin,Dịch vụ Tiêu dùng,UPCOM
YTC,Công ty Cổ phần Xuất nhập khẩu Y tế Thành phố Hồ Chí Minh,Dược phẩm và Y tế,UPCOM
VTX,Công ty Cổ phần Vận tải Đa phương thức VIETRANSTIMEX,Công nghiệp,UPCOM
CLH,Công ty Cổ phần Xi măng La Hiên VVMI,Công nghiệp,HNX
VLW,Công ty Cổ phần Cấp nước Vĩnh Long,Tiện ích Cộng đồng,UPCOM
VW3,Công ty Cổ phần VIWASEEN3,Công nghiệp,UPCOM
VCW,Công ty Cổ phần Đầu tư Nước sạch Sông Đà,Tiện ích Cộng đồng,UPCOM
VXB,Công ty Cổ phần Vật liệu xây dựng Bến Tre,Công nghiệp,UPCOM
VXP,Công ty Cổ phần Thuốc Thú y Trung ương VETVACO,Nguyên vật liệu,UPCOM
WCS,Công ty Cổ phần Bến xe Miền Tây,Công nghiệp,HNX
WSB,Công ty Cổ phần Bia Sài Gòn - Miền Tây,Hàng Tiêu dùng,UPCOM
WTC,Công ty Cổ phần Vận tải thủy - Vinacomin,Công nghiệp,UPCOM
X20,Công ty Cổ phần X20,Hàng Tiêu dùng,HNX
X26,Công ty Cổ phần 26,Hàng Tiêu dùng,UPCOM
X77,Công ty Cổ phần Thành An 77,Công nghiệp,UPCOM
DFC,Công ty Cổ phần Xích líp Đông Anh,Nguyên vật liệu,UPCOM
XMC,Công ty cổ phần Đầu tư và Xây dựng Xuân Mai,Công nghiệp,UPCOM
XMD,Công ty Cổ phần Xuân Mai - Đạo Tú,Công nghiệp,UPCOM
XMP,Công ty Cổ phần Thủy điện Xuân Minh,Tiện ích Cộng đồng,UPCOM
YBC,Công ty Cổ phần Xi măng và Khoáng sản Yên Bái,Công nghiệp,UPCOM
YBM,Công ty Cổ phần Khoáng sản Công nghiệp Yên Bái,Nguyên vật liệu,HOSE
